player,nationality,position,team,age,games,games_starts,minutes,goals,assists,pens_made,xg,xg_assist
Patrick van Aanholt,nl NED,"MF,DF",nl PSV Eindhoven,32,2,1,99,0,0,0,0.2,0.0
Brenden Aaronson,us USA,MF,de Union Berlin,22,6,1,137,0,0,0,0.5,0.0
Salis Abdul Samed,gh GHA,MF,fr Lens,23,6,6,495,0,0,0,0.2,0.3
Francesco Acerbi,it ITA,DF,it Inter,35,6,4,423,0,1,0,0.2,0.3
Elias Achouri,tn TUN,"FW,MF",dk FC Copenhagen,24,8,7,552,0,1,0,0.3,0.9
Marcos Acuña,ar ARG,DF,es Sevilla,31,3,2,198,0,1,0,0.1,0.5
Karim Adeyemi,de GER,FW,de Dortmund,21,12,8,707,2,1,0,1.8,1.4
Yacine Adli,fr FRA,MF,it Milan,23,3,1,123,0,0,0,0.1,0.1
Ruben Aguilar,fr FRA,DF,fr Lens,30,2,1,100,0,0,0,0.0,0.0
Manuel Akanji,ch SUI,"DF,MF",eng Manchester City,28,8,7,665,2,0,0,1.0,0.6
Nathan Aké,nl NED,"DF,MF",eng Manchester City,28,7,3,384,0,0,0,0.9,0.4
Kerem Aktürkoğlu,tr TUR,"MF,FW",tr Galatasaray,24,6,5,440,2,0,0,2.1,0.9
David Alaba,at AUT,DF,es Real Madrid,31,3,3,250,0,1,0,0.4,0.4
Luis Alberto,es ESP,MF,it Lazio,30,8,8,642,0,1,0,0.9,2.2
Toby Alderweireld,be BEL,DF,be Antwerp,34,5,5,450,0,0,0,1.5,0.1
Mohamed Ali Cho,fr FRA,"FW,MF",es Real Sociedad,19,4,1,131,0,0,0,0.0,0.0
Miguel Almirón,py PAR,FW,eng Newcastle Utd,29,6,4,413,1,1,0,1.4,0.6
Marcos Alonso,es ESP,"DF,FW",es Barcelona,32,3,2,139,0,0,0,0.0,0.0
Barış Alper Yılmaz,tr TUR,"FW,MF",tr Galatasaray,23,6,0,127,0,1,0,0.1,0.5
Julián Álvarez,ar ARG,"MF,FW",eng Manchester City,23,7,2,282,5,2,0,1.7,1.3
Mohamed Aly Camara,gn GUI,DF,ch Young Boys,25,5,5,450,0,1,0,0.0,0.0
Aurele Amenda,ch SUI,DF,ch Young Boys,20,4,3,314,0,0,0,0.1,0.0
Sofyan Amrabat,ma MAR,"MF,DF",eng Manchester Utd,26,5,4,325,0,0,0,0.1,0.1
Elliot Anderson,eng ENG,MF,eng Newcastle Utd,20,2,0,45,0,0,0,0.0,0.1
Felipe Anderson,br BRA,FW,it Lazio,30,8,7,542,0,1,0,0.6,1.3
Angeliño,es ESP,DF,tr Galatasaray,26,6,5,424,0,0,0,0.0,0.1
Peter Ankersen,dk DEN,DF,dk FC Copenhagen,32,7,5,465,0,0,0,0.2,0.3
Antony,br BRA,FW,eng Manchester Utd,23,4,3,232,0,0,0,0.0,0.1
Jon Aramburu,ve VEN,DF,es Real Sociedad,21,1,0,3,0,0,0,0.0,0.0
Ronald Araújo,uy URU,DF,es Barcelona,24,8,8,658,0,0,0,0.9,0.3
Tomás Araújo,pt POR,DF,pt Benfica,21,3,1,161,0,0,0,0.0,0.0
Marko Arnautović,at AUT,FW,it Inter,34,4,2,192,2,0,0,2.9,0.0
Kepa Arrizabalaga,es ESP,GK,es Real Madrid,28,4,4,360,0,0,0,0.0,0.0
Marco Asensio,es ESP,"FW,MF",fr Paris S-G,27,6,1,124,0,0,0,0.4,0.2
Kristjan Asllani,al ALB,MF,it Inter,21,6,2,205,0,0,0,0.1,0.2
Otavio Ataide,br BRA,DF,pt Porto,21,2,2,210,0,1,0,0.0,0.0
Emil Audero,id IDN,GK,it Inter,26,1,1,90,0,0,0,0.0,0.0
Carlos Augusto,br BRA,"DF,FW",it Inter,24,7,5,475,0,0,0,0.4,0.1
Yann Aurel Bisseck,de GER,DF,it Inter,22,3,2,172,0,0,0,0.0,0.1
Fredrik Aursnes,no NOR,"DF,MF",pt Benfica,27,6,6,540,0,1,0,0.1,0.8
Kaan Ayhan,tr TUR,"MF,DF",tr Galatasaray,28,5,5,380,0,0,0,0.4,0.2
Neil El Aynaoui,fr FRA,MF,fr Lens,22,3,0,138,0,0,0,0.0,0.1
Irakli Azarov,ge GEO,DF,ua Shakhtar,21,4,3,296,0,1,0,0.1,0.9
César Azpilicueta,es ESP,DF,es Atlético Madrid,33,6,3,290,0,0,0,0.0,0.0
Isaac Babadi,nl NED,"FW,MF",nl PSV Eindhoven,18,2,0,22,0,0,0,0.0,0.0
Loïc Bade,fr FRA,DF,es Sevilla,23,2,1,95,0,0,0,0.0,0.0
Alexander Bah,dk DEN,DF,pt Benfica,25,3,3,191,0,0,0,0.0,0.1
Samson Baidoo,at AUT,DF,at RB Salzburg,19,5,3,303,0,0,0,0.2,0.0
Cédric Bakambu,cd COD,FW,tr Galatasaray,32,2,0,38,1,0,0,0.5,0.0
Johan Bakayoko,be BEL,FW,nl PSV Eindhoven,20,8,8,649,1,1,0,1.2,1.8
Alejandro Balde,es ESP,DF,es Barcelona,19,6,3,331,0,0,0,0.1,0.2
Michel-Ange Balikwisha,be BEL,"FW,MF",be Antwerp,22,5,5,384,1,0,0,0.7,0.6
David von Ballmoos,ch SUI,GK,ch Young Boys,28,1,1,90,0,0,0,0.0,0.0
Simon Banza,cd COD,FW,pt Braga,26,6,4,341,0,1,0,1.1,0.2
Bradley Barcola,fr FRA,"FW,DF",fr Paris S-G,20,10,5,475,1,1,0,2.3,0.7
Abdülkerim Bardakcı,tr TUR,DF,tr Galatasaray,28,6,6,540,0,0,0,0.5,0.0
Roony Bardghji,se SWE,"MF,FW",dk FC Copenhagen,17,4,1,146,1,0,0,0.5,0.3
Nicolò Barella,it ITA,MF,it Inter,26,8,4,468,0,1,0,0.9,1.8
Harvey Barnes,eng ENG,FW,eng Newcastle Utd,25,1,0,1,0,0,0,0.0,0.0
Romário Baró,pt POR,MF,pt Porto,23,1,1,63,0,0,0,0.0,0.1
Ander Barrenetxea,es ESP,"FW,MF",es Real Sociedad,21,7,5,397,1,1,0,0.5,1.2
Pablo Barrios,es ESP,MF,es Atlético Madrid,20,7,2,262,1,1,0,0.3,0.3
Davide Bartesaghi,it ITA,FW,it Milan,17,1,0,3,0,0,0,0.0,0.0
Alessandro Bastoni,it ITA,DF,it Inter,24,7,6,500,0,0,0,0.3,0.4
Jelle Bataille,be BEL,DF,be Antwerp,24,6,4,410,0,1,0,0.0,1.0
Christoph Baumgartner,at AUT,MF,de RB Leipzig,23,6,0,118,0,0,0,0.8,0.1
Sheraldo Becker,sr SUR,FW,de Union Berlin,28,5,4,365,2,0,0,1.3,0.8
Sheraldo Becker,sr SUR,FW,es Real Sociedad,28,1,1,60,0,0,0,0.0,0.0
Thomas Beelen,nl NED,DF,nl Feyenoord,22,1,1,78,0,0,0,0.0,0.0
Kevin Behrens,de GER,FW,de Union Berlin,32,5,4,299,0,0,0,0.9,0.0
Armel Bella Kotchap,de GER,DF,nl PSV Eindhoven,21,2,1,84,0,0,0,0.0,0.0
Jude Bellingham,eng ENG,"MF,FW",es Real Madrid,20,11,11,989,4,5,0,3.0,2.6
Walter Benítez,ar ARG,GK,nl PSV Eindhoven,30,8,8,720,0,0,0,0.0,0.1
Loris Benito,ch SUI,DF,ch Young Boys,31,5,5,406,0,0,0,0.3,0.0
Ramy Bensebaini,dz ALG,DF,de Dortmund,28,5,4,375,0,0,0,0.1,0.1
Lucas Beraldo,br BRA,DF,fr Paris S-G,19,5,4,409,0,0,0,0.0,0.0
Paulo Bernardo,pt POR,MF,sct Celtic,21,6,2,312,0,0,0,0.0,0.1
Juan Bernat,es ESP,DF,pt Benfica,30,2,1,111,0,0,0,0.1,0.0
Mads Bidstrup,dk DEN,MF,at RB Salzburg,22,6,6,494,0,0,0,0.0,0.0
Justin Bijlow,nl NED,GK,nl Feyenoord,25,4,4,360,0,0,0,0.0,0.0
Janis Blaswich,de GER,GK,de RB Leipzig,32,5,5,450,0,1,0,0.0,0.3
Lewin Blum,ch SUI,DF,ch Young Boys,22,4,2,216,1,0,0,0.1,0.1
Oscar Bobb,no NOR,"FW,MF",eng Manchester City,20,4,2,218,1,0,0,0.2,0.2
Sacha Boey,fr FRA,DF,tr Galatasaray,22,6,6,540,1,0,0,0.2,0.5
Nicolai Boilesen,dk DEN,"DF,FW",dk FC Copenhagen,31,3,1,93,0,0,0,0.0,0.0
Valerii Bondar,ua UKR,DF,ua Shakhtar,24,4,4,360,0,0,0,0.0,0.0
Artem Bondarenko,ua UKR,MF,ua Shakhtar,22,4,2,221,0,0,0,0.5,0.0
Leonardo Bonucci,it ITA,DF,de Union Berlin,36,3,3,259,0,0,0,0.0,0.0
Gonçalo Borges,pt POR,FW,pt Porto,22,3,0,35,0,0,0,0.0,0.0
Cristian Borja,co COL,DF,pt Braga,30,6,6,517,0,0,0,0.0,0.6
Olivier Boscagli,fr FRA,DF,nl PSV Eindhoven,25,7,7,611,0,0,0,0.0,0.1
Sven Botman,nl NED,DF,eng Newcastle Utd,23,1,1,90,0,0,0,0.0,0.0
Julian Brandt,de GER,"MF,FW",de Dortmund,27,12,9,785,2,2,0,1.4,2.1
Bruma,pt POR,FW,pt Braga,28,5,4,371,2,1,0,0.7,0.4
Osman Bukari,gh GHA,FW,rs Red Star,24,6,5,486,2,2,0,1.0,2.5
Dan Burn,eng ENG,DF,eng Newcastle Utd,31,4,3,277,1,0,0,0.2,0.0
Jean Butez,fr FRA,GK,be Antwerp,28,5,5,450,0,0,0,0.0,0.0
Arthur Cabral,br BRA,"FW,DF",pt Benfica,25,4,1,120,1,0,0,0.7,0.1
Jens Cajuste,se SWE,MF,it Napoli,23,6,2,159,0,0,0,0.0,0.0
Davide Calabria,it ITA,DF,it Milan,26,6,5,428,0,1,0,0.2,1.0
Hakan Çalhanoğlu,tr TUR,MF,it Inter,29,6,6,509,1,0,1,1.1,1.5
Eduardo Camavinga,fr FRA,MF,es Real Madrid,20,11,9,789,0,1,0,0.3,0.7
Emre Can,de GER,"MF,DF",de Dortmund,29,11,11,909,0,0,0,0.2,0.2
João Cancelo,pt POR,DF,es Barcelona,29,10,9,808,2,1,0,0.6,0.9
Nicolás Capaldo,ar ARG,"MF,DF",at RB Salzburg,25,4,2,212,0,0,0,0.2,0.2
Fábio Cardoso,pt POR,DF,pt Porto,29,3,3,269,0,0,0,0.0,0.0
David Carmo,ao ANG,DF,pt Porto,24,4,4,360,0,0,0,0.0,0.0
Cameron Carter-Vickers,us USA,DF,sct Celtic,25,4,3,299,0,0,0,0.1,0.0
Dani Carvajal,es ESP,DF,es Real Madrid,31,10,9,846,1,1,0,0.6,1.1
Fabio Carvalho,pt POR,MF,de RB Leipzig,20,3,1,123,0,0,0,0.1,0.0
Vitor Carvalho,br BRA,MF,pt Braga,26,5,4,264,0,0,0,0.3,0.1
Marc Casado,es ESP,MF,es Barcelona,19,2,0,24,0,0,0,0.0,0.0
Nicolò Casale,it ITA,DF,it Lazio,25,2,2,180,0,0,0,0.0,0.0
Casemiro,br BRA,MF,eng Manchester Utd,31,2,2,166,2,0,0,1.0,0.1
Valentín Castellanos,ar ARG,FW,it Lazio,24,7,1,218,0,0,0,1.4,0.1
André Castro,pt POR,MF,pt Braga,35,1,0,5,1,0,0,0.0,0.0
Danilo Cataldi,it ITA,MF,it Lazio,28,5,1,160,0,0,0,0.0,0.0
Dani Ceballos,es ESP,MF,es Real Madrid,26,3,2,152,1,0,0,0.2,0.2
Miguel Chaiwa,zm ZAM,MF,ch Young Boys,19,3,0,60,0,0,0,0.0,0.0
Chiquinho,pt POR,MF,pt Benfica,28,5,0,58,0,0,0,0.0,0.0
Andreas Christensen,dk DEN,"DF,MF",es Barcelona,27,7,5,439,1,0,0,0.7,0.1
Samuel Chukwueze,ng NGA,FW,it Milan,24,4,2,165,2,0,0,0.9,0.7
Viktor Claesson,se SWE,"FW,MF",dk FC Copenhagen,31,7,6,479,0,0,0,0.8,0.4
William Clem,dk DEN,MF,dk FC Copenhagen,19,1,1,68,0,0,0,0.0,0.0
Ebrima Colley,gm GAM,"MF,FW",ch Young Boys,23,2,1,126,1,0,0,0.8,0.0
Kingsley Coman,fr FRA,FW,de Bayern Munich,27,7,5,446,2,0,0,1.8,0.6
Francisco Conceição,pt POR,"FW,MF",pt Porto,20,8,2,241,1,1,0,0.9,0.5
Kobe Corbanie,be BEL,"DF,FW",be Antwerp,18,2,0,33,0,0,0,0.0,0.0
Andreas Cornelius,dk DEN,"FW,MF",dk FC Copenhagen,30,3,0,82,0,0,0,0.1,0.1
Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,28,10,2,324,1,0,0,2.1,0.8
David Costa,pt POR,"MF,FW",fr Lens,22,3,1,114,0,0,0,0.0,0.0
Diogo Costa,pt POR,GK,pt Porto,23,8,8,750,0,0,0,0.0,0.0
Soumaïla Coulibaly,fr FRA,DF,be Antwerp,19,6,6,540,0,0,0,0.1,0.0
Thibaut Courtois,be BEL,GK,es Real Madrid,31,1,1,90,0,0,0,0.0,0.0
Juan Cuadrado,co COL,"DF,FW",it Inter,35,2,1,113,0,0,0,0.0,0.1
Pau Cubarsí,es ESP,DF,es Barcelona,16,3,3,270,0,0,0,0.0,0.2
Diogo Dalot,pt POR,DF,eng Manchester Utd,24,6,5,463,0,0,0,0.1,0.2
Kevin Danso,at AUT,DF,fr Lens,24,6,6,540,0,0,0,0.6,0.0
Matteo Darmian,it ITA,"DF,FW",it Inter,33,7,4,407,0,0,0,0.1,0.1
David Datro Fofana,ci CIV,FW,de Union Berlin,20,4,2,199,1,0,0,0.9,0.3
Alphonso Davies,ca CAN,DF,de Bayern Munich,22,10,7,706,1,0,0,0.2,0.2
Kevin De Bruyne,be BEL,MF,eng Manchester City,32,2,2,201,2,2,0,1.2,0.6
Ritchie De Laet,be BEL,DF,be Antwerp,34,4,3,223,0,0,0,0.0,0.3
Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,29,8,8,611,1,0,0,0.7,0.7
Amar Dedić,ba BIH,DF,at RB Salzburg,20,6,6,540,0,0,0,0.2,0.1
Miloš Degenek,au AUS,FW,rs Red Star,29,1,0,9,0,0,0,0.0,0.0
Ousmane Dembélé,fr FRA,"FW,MF",fr Paris S-G,26,11,11,951,2,1,0,3.0,1.8
Kerem Demirbay,de GER,MF,tr Galatasaray,30,2,1,61,0,0,0,0.0,0.0
Thomas van den Belt,nl NED,MF,nl Feyenoord,22,1,0,36,0,0,0,0.0,0.0
Sergiño Dest,us USA,DF,nl PSV Eindhoven,22,8,7,647,0,1,0,0.2,0.6
Giovanni Di Lorenzo,it ITA,DF,it Napoli,29,8,8,720,1,1,0,0.4,1.7
Ángel Di María,ar ARG,FW,pt Benfica,35,5,5,412,1,1,0,0.3,1.8
Rúben Dias,pt POR,DF,eng Manchester City,26,9,9,765,0,0,0,0.7,0.0
Brahim Díaz,ma MAR,"MF,FW",es Real Madrid,23,9,3,323,2,1,0,1.5,1.7
Eric Dier,eng ENG,DF,de Bayern Munich,29,5,5,450,0,0,0,0.3,0.0
Kevin Diks,id IDN,DF,dk FC Copenhagen,26,8,8,707,0,0,0,0.0,0.3
Javairô Dilrosun,nl NED,DF,nl Feyenoord,25,1,0,12,0,0,0,0.0,0.0
Federico Dimarco,it ITA,DF,it Inter,25,7,4,364,1,0,0,0.5,0.9
Andy Diouf,fr FRA,MF,fr Lens,20,2,0,38,0,0,0,0.0,0.4
Novatus Dismas,tz TAN,DF,ua Shakhtar,20,1,1,90,0,0,0,0.0,0.0
Álvaro djaló,es ESP,FW,pt Braga,23,5,5,405,2,0,0,1.8,0.7
Nasser Djiga,bf BFA,DF,rs Red Star,20,6,6,540,0,0,0,0.2,0.1
Marko Dmitrović,rs SRB,GK,es Sevilla,31,4,4,360,0,0,0,0.0,0.0
Danilho Doekhi,nl NED,DF,de Union Berlin,25,3,3,259,0,0,0,0.0,0.0
Jeremy Doku,be BEL,"FW,MF",eng Manchester City,21,7,1,304,1,1,0,1.3,1.2
Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,24,12,12,"1,080",0,0,0,0.0,0.0
Nene Dorgeles,ml MLI,"FW,MF",at RB Salzburg,20,4,2,138,0,0,0,1.1,0.0
Aleksandar Dragović,at AUT,DF,rs Red Star,32,6,6,540,0,0,0,0.6,0.1
Martin Dúbravka,sk SVK,GK,eng Newcastle Utd,34,1,1,90,0,0,0,0.0,0.0
Denzel Dumfries,nl NED,DF,it Inter,27,5,4,320,0,1,0,0.9,0.9
Ederson,br BRA,GK,eng Manchester City,29,7,7,660,0,0,0,0.0,0.0
Jorge Eduardo Sánchez,mx MEX,DF,pt Porto,25,6,1,185,0,0,0,0.1,0.5
Eguinaldo,br BRA,"MF,FW",ua Shakhtar,18,3,0,16,1,0,0,0.1,0.0
Chidera Ejuke,ng NGA,FW,be Antwerp,25,4,1,152,0,0,0,0.2,0.2
Jurgen Ekkelenkamp,nl NED,MF,be Antwerp,23,4,4,274,0,0,0,0.2,0.2
Meschak Elia,cd COD,"FW,MF",ch Young Boys,25,6,6,498,2,0,0,0.7,0.6
Elif Elmas,mk MKD,MF,de RB Leipzig,23,2,0,21,0,0,0,0.0,0.0
Elif Elmas,mk MKD,"FW,MF",it Napoli,23,5,0,148,0,0,0,0.1,0.0
Mohamed Elneny,eg EGY,MF,eng Arsenal,31,2,1,62,0,0,0,0.0,0.0
Aritz Elustondo,es ESP,DF,es Real Sociedad,29,5,2,172,0,0,0,0.1,0.0
Mohamed Elyounoussi,no NOR,"FW,MF",dk FC Copenhagen,28,8,8,684,3,0,0,2.1,1.4
Youssef En-Nesyri,ma MAR,FW,es Sevilla,26,6,6,512,2,0,0,1.8,0.0
Luis Enrique Palma,hn HON,FW,sct Celtic,23,5,4,266,2,0,1,1.1,0.0
Christian Eriksen,dk DEN,MF,eng Manchester Utd,31,4,2,203,0,1,0,0.4,0.5
Stephen Eustáquio,ca CAN,MF,pt Porto,26,8,6,532,1,0,0,0.5,0.3
Evanilson,br BRA,FW,pt Porto,23,7,5,488,4,1,1,1.7,1.2
Jonny Evans,nir NIR,DF,eng Manchester Utd,35,2,1,66,0,0,0,0.0,0.0
Rasmus Falk,dk DEN,MF,dk FC Copenhagen,31,7,7,630,0,1,0,0.1,0.6
João Félix,pt POR,FW,es Barcelona,23,9,4,369,3,1,0,1.6,0.5
Bruno Fernandes,pt POR,"MF,FW",eng Manchester Utd,28,6,6,540,2,2,1,1.6,2.2
Roger Fernandes,pt POR,FW,pt Braga,17,1,0,9,0,0,0,0.0,0.0
Carlos Fernández,es ESP,FW,es Real Sociedad,27,4,0,68,0,0,0,0.1,0.0
Fernando,br BRA,FW,at RB Salzburg,24,1,0,36,0,0,0,0.3,0.1
Fernando,br BRA,MF,es Sevilla,36,4,4,328,0,0,0,0.0,0.1
Alessandro Florenzi,it ITA,DF,it Milan,32,4,1,158,0,0,0,0.0,0.2
Phil Foden,eng ENG,"FW,MF",eng Manchester City,23,8,7,681,5,4,0,3.3,2.1
Diogo Fonseca,pt POR,DF,pt Braga,21,1,0,18,0,0,0,0.4,0.0
José Fonte,pt POR,DF,pt Braga,39,4,4,360,0,0,0,0.3,0.0
James Forrest,sct SCO,FW,sct Celtic,32,3,1,94,0,0,0,0.1,0.1
Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,31,6,6,406,1,0,0,0.8,0.4
Amankwah Forson,gh GHA,"MF,FW",at RB Salzburg,20,4,0,68,0,0,0,0.2,0.1
Héctor Fort,es ESP,DF,es Barcelona,16,1,1,59,0,0,0,0.0,0.0
Mitchel Frame,sct SCO,FW,sct Celtic,17,1,0,16,0,0,0,0.0,0.0
André Franco,pt POR,"MF,FW",pt Porto,25,4,3,236,0,0,0,0.7,0.5
Przemysław Frankowski,pl POL,DF,fr Lens,28,6,6,527,1,2,1,0.8,1.1
Davide Frattesi,it ITA,MF,it Inter,23,7,4,452,1,2,0,0.9,1.6
Victor Froholdt,dk DEN,MF,dk FC Copenhagen,17,1,1,57,0,0,0,0.0,0.0
Angelo Fulgini,fr FRA,MF,fr Lens,26,6,3,290,2,0,0,1.4,0.7
Niclas Füllkrug,de GER,FW,de Dortmund,30,13,12,"1,036",3,2,0,5.4,1.9
Kyogo Furuhashi,jp JPN,FW,sct Celtic,28,6,6,447,2,0,0,1.5,0.1
Gianluca Gaetano,it ITA,MF,it Napoli,23,1,0,22,0,0,0,0.0,0.0
Javi Galán,es ESP,DF,es Atlético Madrid,28,2,1,74,0,0,0,0.0,0.2
Javi Galán,es ESP,DF,es Real Sociedad,28,2,2,177,0,0,0,0.0,0.1
Galeno,br BRA,"MF,FW",pt Porto,25,7,7,649,5,4,0,2.9,1.0
Silvère Ganvoula M'Boussy,cg CGO,FW,ch Young Boys,27,6,0,115,0,0,0,0.8,0.1
Fran Garcia,es ESP,DF,es Real Madrid,23,4,2,189,0,1,0,0.0,0.3
Ulisses Garcia,ch SUI,DF,ch Young Boys,27,6,6,502,0,0,0,0.4,1.0
Alejandro Garnacho,ar ARG,"FW,MF",eng Manchester Utd,19,6,3,301,1,0,0,1.3,0.2
Gavi,es ESP,MF,es Barcelona,18,3,3,226,1,0,0,0.5,0.1
Lutsharel Geertruida,nl NED,DF,nl Feyenoord,23,6,6,540,0,0,0,0.4,0.0
Mario Gila,es ESP,DF,it Lazio,22,4,4,350,0,0,0,0.1,0.0
Santiago Giménez,mx MEX,FW,nl Feyenoord,22,4,4,347,2,1,0,2.3,0.4
Olivier Giroud,fr FRA,FW,it Milan,36,6,6,510,1,2,0,2.6,0.5
Jamie Gittens,eng ENG,FW,de Dortmund,18,7,2,205,1,0,0,0.5,0.1
Omri Glazer,il ISR,GK,rs Red Star,27,6,6,540,0,0,0,0.0,0.0
Oscar Gloukh,il ISR,"MF,FW",at RB Salzburg,19,6,6,476,2,1,0,1.2,0.7
Serge Gnabry,de GER,FW,de Bayern Munich,28,7,3,200,2,0,0,0.7,0.2
Giorgi Gocholeishvili,ge GEO,DF,ua Shakhtar,22,4,3,285,0,1,0,0.2,0.1
Sergio Gómez,es ESP,"DF,FW",eng Manchester City,22,5,2,194,0,0,0,0.2,0.9
Victor Gomez,es ESP,DF,pt Braga,23,4,4,312,0,0,0,0.0,0.5
Diogo Gonçalves,pt POR,MF,dk FC Copenhagen,26,7,7,530,2,1,1,1.9,0.5
Nicolás González,es ESP,MF,pt Porto,21,6,2,222,0,0,0,0.1,0.3
Anthony Gordon,eng ENG,FW,eng Newcastle Utd,22,6,5,437,0,0,0,0.6,0.4
Leon Goretzka,de GER,"MF,DF",de Bayern Munich,28,10,9,761,0,1,0,0.8,1.8
Robin Gosens,de GER,"DF,MF",de Union Berlin,29,6,5,440,1,0,0,0.4,0.1
Lucas Gourna-Douath,fr FRA,MF,at RB Salzburg,19,5,4,399,0,0,0,0.0,0.6
Tiago Gouveia,pt POR,FW,pt Benfica,22,3,0,31,0,0,0,0.0,0.0
Kamil Grabara,pl POL,GK,dk FC Copenhagen,24,8,8,720,0,0,0,0.0,0.0
Jonathan Gradit,fr FRA,DF,fr Lens,30,6,6,510,0,0,0,0.0,0.0
Jack Grealish,eng ENG,"FW,MF",eng Manchester City,27,8,8,530,0,2,0,1.1,2.0
Antoine Griezmann,fr FRA,"FW,MF",es Atlético Madrid,32,10,10,818,6,1,0,4.2,3.1
Marko Grujić,rs SRB,MF,pt Porto,27,3,0,50,0,0,0,0.0,0.0
Nemanja Gudelj,rs SRB,DF,es Sevilla,31,6,6,540,2,0,0,0.4,0.1
Gonçalo Guedes,pt POR,FW,pt Benfica,26,2,0,29,0,0,0,0.0,0.0
Mattéo Guendouzi,fr FRA,MF,it Lazio,24,8,4,495,0,1,0,0.5,0.5
Raphaël Guerreiro,pt POR,"DF,FW",de Bayern Munich,29,7,4,387,0,2,0,0.4,0.6
Morgan Guilavogui,gn GUI,"FW,MF",fr Lens,25,4,0,70,0,0,0,0.6,0.1
Bruno Guimarães,br BRA,MF,eng Newcastle Utd,25,6,6,540,0,1,0,0.3,0.4
Marc Guiu,es ESP,FW,es Barcelona,17,2,0,35,1,0,0,0.4,0.0
Péter Gulácsi,hu HUN,GK,de RB Leipzig,33,3,3,270,0,0,0,0.0,0.0
İlkay Gündoğan,de GER,MF,es Barcelona,32,10,9,836,0,4,0,0.9,3.5
Joško Gvardiol,hr CRO,DF,eng Manchester City,21,6,6,569,1,1,0,0.1,0.6
Erling Haaland,no NOR,FW,eng Manchester City,23,9,9,776,6,1,2,7.0,1.1
Janik Haberer,de GER,MF,de Union Berlin,29,5,4,357,0,0,0,0.2,0.1
Amadou Haidara,ml MLI,"MF,DF",de RB Leipzig,25,5,3,266,0,0,0,0.1,0.3
Massadio Haïdara,ml MLI,DF,fr Lens,30,4,1,118,0,0,0,0.0,0.1
Achraf Hakimi,ma MAR,DF,fr Paris S-G,24,11,11,981,1,1,0,1.0,3.1
Lewis Hall,eng ENG,DF,eng Newcastle Utd,18,1,1,45,0,0,0,0.0,0.0
Sébastien Haller,ci CIV,"FW,MF",de Dortmund,29,4,0,64,1,0,0,0.3,0.0
Micah Hamilton,eng ENG,FW,eng Manchester City,19,2,1,107,1,0,0,0.2,0.0
Dávid Hancko,sk SVK,DF,nl Feyenoord,25,6,6,540,1,0,0,1.3,0.0
Joe Hart,eng ENG,GK,sct Celtic,36,6,6,540,0,0,0,0.0,0.0
Quilindschy Hartman,nl NED,DF,nl Feyenoord,21,6,6,540,0,0,0,0.3,0.7
Reo Hatate,jp JPN,MF,sct Celtic,25,3,3,134,0,0,0,0.1,0.1
Kai Havertz,de GER,"MF,FW",eng Arsenal,24,10,9,830,1,0,0,1.0,1.0
Benjamin Henrichs,de GER,"DF,MF",de RB Leipzig,26,6,6,491,0,2,0,0.2,1.1
Mario Hermoso,es ESP,DF,es Atlético Madrid,28,9,9,817,1,0,0,0.1,0.2
Lucas Hernández,fr FRA,DF,fr Paris S-G,27,11,10,841,1,0,0,0.7,0.8
Theo Hernández,fr FRA,DF,it Milan,25,6,6,540,0,1,0,0.8,0.9
André Horta,pt POR,MF,pt Braga,26,3,0,33,0,0,0,0.0,0.1
Ricardo Horta,pt POR,"FW,MF",pt Braga,28,6,6,500,0,3,0,1.2,1.2
Mats Hummels,de GER,DF,de Dortmund,34,13,13,"1,170",1,1,0,0.9,0.2
Oh Hyeon-gyu,kr KOR,"FW,MF",sct Celtic,22,5,0,104,0,0,0,0.2,0.0
Elseid Hysaj,al ALB,DF,it Lazio,29,5,5,340,0,0,0,0.0,0.0
Yang Hyunjun,kr KOR,FW,sct Celtic,21,4,2,209,0,0,0,0.0,0.0
Oscar Højlund,dk DEN,MF,dk FC Copenhagen,18,6,0,47,0,0,0,0.2,0.0
Rasmus Højlund,dk DEN,FW,eng Manchester Utd,20,6,6,485,5,0,0,3.5,0.5
Mauro Icardi,ar ARG,FW,tr Galatasaray,30,6,6,518,2,0,1,4.1,0.8
George Ilenikhena,ng NGA,FW,be Antwerp,16,6,1,157,1,0,0,0.8,0.3
Ciro Immobile,it ITA,FW,it Lazio,33,8,7,502,4,0,1,3.1,0.3
Hwang In-beom,kr KOR,MF,rs Red Star,26,6,6,530,1,1,0,0.9,1.2
Alexander Isak,se SWE,FW,eng Newcastle Utd,23,5,4,312,1,0,0,1.4,0.4
Gustav Isaksen,dk DEN,FW,it Lazio,22,5,2,245,0,1,0,0.7,0.8
Cedric Itten,ch SUI,FW,ch Young Boys,26,4,4,278,1,0,1,1.3,0.0
Mirko Ivanić,me MNE,MF,rs Red Star,29,5,5,373,0,1,0,0.5,0.7
Luka Ivanušec,hr CRO,"FW,MF",nl Feyenoord,24,5,2,205,0,1,0,0.1,0.3
Tomoki Iwata,jp JPN,"MF,FW",sct Celtic,26,3,1,62,0,0,0,0.0,0.0
